Code,Formula,Period,Entity,Option
VPJ41172,VPJ41071+VPJ41074+VPJ41077+VPJ41080+VPJ41083+VPJ41192,PQ7,,
VPJ41173,VPJ41072+VPJ41075+VPJ41078+VPJ41081+VPJ41084+VPJ41193,PQ7,,
VPJ41174,VPJ41073+VPJ41076+VPJ41179+VPJ41082+VPJ41085+VPJ41194,PQ7,,
VPJ41177,VPJ41159-VPJ41162,PQ7,,
VPJ41178,VPJ41160-VPJ41163,PQ7,,
VPJ41179,VPJ41151-VPJ41168,PQ7,,
VPJ41180,VPJ41152-VPJ41169,PQ7,,
VPJ41181,VPJ41153-VPJ41170,PQ7,,
VPJ41182,VPJ41179+VPJ41180+VPJ41181,PQ7,,
VPJ41176,VPJ41177+VPJ41178+VPJ41179+VPJ41180+VPJ41181,PQ7,,
VPJ41175,"IF(VPJ41177<0,VPJ41177,0)+IF(VPJ41178<0,VPJ41178,0)+IF(VPJ41179<0,VPJ41179,0)+IF(VPJ41180<0,VPJ41180,0)+IF(VPJ41181<0,VPJ41181,0)",PQ7,,
VPJ41187,"IF(VPJ41177>=0,VPJ41177,0)+IF(VPJ41178>=0,VPJ41178,0)+IF(VPJ41179>=0,VPJ41179,0)+IF(VPJ41180>=0,VPJ41180,0)+IF(VPJ41181>=0,VPJ41181,0)",PQ7,,
YZSI4310,YZSI4310,PQ8,,
VPJ41188,YZSI4310(PQ5)+YZSI4310(PQ6)+YZSI4310(PQ7)+YZSI4310(PQ8),PQ8,,
VPJ41086,VPJ41188,PQ8,,
VTJ41003,"VTJ41003' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ8,,
VTJ41004,"VTJ41004' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ8,,
VTJ41005,"VTJ41005' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ8,,
VTJ41006,"VTJ41006' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ8,,
VPJ41092,VTJ41003+VTJ41004+VTJ41005+VTJ41006,PQ8,,
VPJ41093,(VPJ41086*VTJ41001)+VPJ41092,PQ8,,
VTJ41002,"VTJ41002' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))*VPJ41093-VTJ41005-VTJ41006/0.65",PQ8,,
VPJ41095,(VPJ41093-VTJ41002)*VTJ41001,PQ8,,
VPJ41096,YZSI4302,PQ8,,
VPJ41097,VPJ41095-VPJ41096,PQ8,,
VPJ41018,VAJ41018,PQ8,,
VPJ22012,YZSPB530+VPJ22010(PQ8)-VPJ22010(PQ7)+VPJ23003(PQ8)-VPJ23003(PQ7)+VPJ23002(PQ8)-VPJ23002(PQ7),PQ8,,
VPJ41189,YZSI3123+ROARW923+VPJ22012,PQ8,,
VPJ41099,VPJ41189*VTJ41010,PQ8,,
VPJ41098,VPJ41099+VPJ41018,PQ8,,
VPJ41102,VPJ41189*VTJ41011,PQ8,,
VPJ41019,VAJ41019,PQ8,,
VPJ41101,VPJ41102+VPJ41019,PQ8,,
VPJ41020,VPJ41020,PQ8,,
VPJ41021,VPJ41021,PQ8,,
VPJ41022,VPJ41022,PQ8,,
VPJ41104,VPJ41020+VPJ41021+VPJ41022,PQ8,,
VPJ41183,VPJ41098+VPJ41101+VPJ41104,PQ8,,
VPJ41023,VAJ41023,PQ8,,
VPJ41106,"IF(VPJ41095<0,-VPJ41095,0)",PQ8,,
VPJ41107,VPJ41106(PQ1),PQ8,,
VPJ41024,VPJ41024,PQ8,,
VPJ41109,"IF(VPJ41106>0 && VPJ41024<0, -VPJ41024, 0)",PQ8,,
VPJ41110,VPJ41023+VPJ41106+VPJ41107+VPJ41024+VPJ41109,PQ8,,
VPJ41025,VAJ41025,PQ8,,
VPJ41111,"IF(VTJ41002 <0,-VTJ41002, 0)",PQ8,,
VPJ41112,VPJ4111(PQ1),PQ8,,
VPJ41026,VPJ41026,PQ8,,
VPJ41113,"IF(VPJ41111>0 && VPJ41026<0, -VPJ41026, 0)",PQ8,,
VPJ41114,VPJ41025+VPJ41111+VPJ41112+VPJ41026+VPJ41113,PQ8,,
VPJ41027,VPJ41027,PQ8,,
VPJ41028,VPJ41028,PQ8,,
VPJ41029,VPJ41029,PQ8,,
VPJ41115,VPJ41027+VPJ41028+VPJ41029,PQ8,,
VPJ41105,VPJ41110+VPJ41114+VPJ41115,PQ8,,
VPJ41030,VAJ41030,PQ8,,
VPJ41031,VPJ41031,PQ8,,
VPJ41117,VPJ41030+VPJ41031,PQ8,,
VPJ41032,VAJ41032,PQ8,,
VPJ41033,VPJ41033,PQ8,,
VPJ41118,VPJ41032+VPJ41033,PQ8,,
VPJ41034,VPJ41034,PQ8,,
VPJ41035,VPJ41035,PQ8,,
VPJ41036,VPJ41036,PQ8,,
VPJ41119,VPJ41034+VPJ41035+VPJ41036,PQ8,,
VPJ41116,VPJ41117+VPJ41118+VPJ41119,PQ8,,
VPJ41037,VAJ41037,PQ8,,
VPJ41038,VPJ41038,PQ8,,
VPJ41121,VPJ41037+VPJ41038,PQ8,,
VPJ41039,VAJ41039,PQ8,,
VPJ41040,VPJ41040,PQ8,,
VPJ41122,VPJ41039+VPJ41040,PQ8,,
VPJ41041,VPJ41041,PQ8,,
VPJ41042,VPJ41042,PQ8,,
VPJ41043,VPJ41043,PQ8,,
VPJ41123,VPJ41041+VPJ41042+VPJ41043,PQ8,,
VPJ41120,VPJ41121+VPJ41122+VPJ41123,PQ8,,
VPJ41125,VPJ41110+VPJ41117+VPJ41121,PQ8,,
VPJ41126,VPJ41114+VPJ41118+VPJ41122,PQ8,,
VPJ41127,VPJ41027+VPJ41034+VPJ41041,PQ8,,
VPJ41128,VPJ41028+VPJ41035+VPJ41042,PQ8,,
VPJ41129,VPJ41029+VPJ41036+VPJ41043,PQ8,,
VPJ41124,VPJ41125+VPJ41126+VPJ41127+VPJ41128+VPJ41129,PQ8,,
VPJ41044,VAJ41044,PQ8,,
VPJ41045,VPJ41045,PQ8,,
VPJ41131,VPJ41044+VPJ41045,PQ8,,
VPJ41046,VAJ41046,PQ8,,
VPJ41047,VPJ41047,PQ8,,
VPJ41132,VPJ41046+VPJ41047,PQ8,,
VPJ41048,VPJ41048,PQ8,,
VPJ41049,VPJ41049,PQ8,,
VPJ41050,VPJ41050,PQ8,,
VPJ41133,VPJ41048+VPJ41049+VPJ41050,PQ8,,
VPJ41130,VPJ41131+VPJ41132+VPJ41133,PQ8,,
VPJ41051,VAJ41051,PQ8,,
VPJ41052,VPJ41052,PQ8,,
VPJ41135,VPJ41051+VPJ41052,PQ8,,
VPJ41053,VAJ41053,PQ8,,
VPJ41054,VPJ41054,PQ8,,
VPJ41136,VPJ41053+VPJ41054,PQ8,,
VPJ41055,VPJ41055,PQ8,,
VPJ41056,VPJ41056,PQ8,,
VPJ41057,VPJ41057,PQ8,,
VPJ41137,VPJ41055+VPJ41056+VPJ41057,PQ8,,
VPJ41134,VPJ41135+VPJ41136+VPJ41137,PQ8,,
VPJ41058,VAJ41058,PQ8,,
VPJ41059,VPJ41059,PQ8,,
VPJ41139,VPJ41058+VPJ41059,PQ8,,
VPJ41060,VAJ41060,PQ8,,
VPJ41061,VPJ41061,PQ8,,
VPJ41140,VPJ41060+VPJ41061,PQ8,,
VPJ41062,VPJ41062,PQ8,,
VPJ41063,VPJ41063,PQ8,,
VPJ41064,VPJ41064,PQ8,,
VPJ41141,VPJ41062+VPJ41063+VPJ41064,PQ8,,
VPJ41138,VPJ41139+VPJ41140+VPJ41141,PQ8,,
VPJ41143,VPJ41131+VPJ41135+VPJ41139,PQ8,,
VPJ41144,VPJ41132+VPJ41136+VPJ41140,PQ8,,
VPJ41145,VPJ41048+VPJ41055+VPJ41062,PQ8,,
VPJ41146,VPJ41049+VPJ41056+VPJ41063,PQ8,,
VPJ41147,VPJ41050+VPJ41057+VPJ41064,PQ8,,
VPJ41142,VPJ41143+VPJ41144+VPJ41145+VPJ41146+VPJ41147,PQ8,,
VPJ41065,VPJ41065,PQ8,,
VPJ41066,VPJ41066,PQ8,,
VPJ41184,VPJ41065+VPJ41066,PQ8,,
VPJ41067,VPJ41067,PQ8,,
VPJ41068,VPJ41068,PQ8,,
VPJ41185,VPJ41067+VPJ41068,PQ8,,
VPJ41069,VPJ41069,PQ8,,
VPJ41070,VPJ41070,PQ8,,
VPJ41186,VPJ41069+VPJ41070,PQ8,,
VPJ73002,VPJ73002,PQ8,,
VPJ73003,VPJ73003,PQ8,,
VPJ73001,VPJ73002+VPJ73003,PQ8,,
VPJ41156,VPJ41065+VPJ41067+VPJ41069+VPJ73002,PQ8,,
VPJ41157,VPJ41066+VPJ41068+VPJ41070+VPJ73003,PQ8,,
VPJ41155,VPJ41156+VPJ41157,PQ8,,
VPJ41149,VPJ41098+VPJ41106+VPJ41107+VPJ41024+VPJ41109-VPJ41125-VPJ41143+VPJ41031+VPJ41038+VPJ41045+VPJ41052+VPJ41059,PQ8,,
VPJ41150,VPJ41101-VPJ41126-VPJ41144+VPJ41111+VPJ41112+VPJ41026+VPJ41113+VPJ41033+VPJ41040+VPJ41047+VPJ41054+VPJ41061,PQ8,,
VPJ41151,VPJ41020+VPJ41127+VPJ41145-(VAJ41127+VAJ41145),PQ8,,
VPJ41152,VPJ41021-VPJ41128-VPJ41146+VPJ41028-VAJ41028+VPJ41035-VAJ41035+VPJ41042-VAJ41042+VPJ41049-VAJ41049+VPJ41056-VAJ41056+VPJ41063-VAJ41063,PQ8,,
VPJ41153,VPJ41022-VPJ41129-VPJ41147+VPJ41029-VAJ41029+VPJ41036-VAJ41036+VPJ41043-VAJ41043+VPJ41050-VAJ41050+VPJ41057-VAJ41057+VPJ41064-VAJ41064,PQ8,,
VPJ41154,VPJ41151+VPJ41152+VPJ41153,PQ8,,
VPJ41148,VPJ41149+VPJ41150+VPJ41151+VPJ41152+VPJ41153,PQ8,,
VPJ41159,VPJ41149-VPJ41156,PQ8,,
VPJ41160,VPJ41150-VPJ41157,PQ8,,
VPJ41161,VPJ41154,PQ8,,
VPJ41158,VPJ41159+VPJ41160+VPJ41161,PQ8,,
VPJ41071,VPJ41071,PQ8,,
VPJ41072,VPJ41072,PQ8,,
VPJ41073,VPJ41073,PQ8,,
VPJ41162,VPJ41071+VPJ41072+VPJ41073,PQ8,,
VPJ41074,VPJ41074,PQ8,,
VPJ41075,VPJ41075,PQ8,,
VPJ41076,VPJ41076,PQ8,,
VPJ41163,VPJ41074+VPJ41075+VPJ41076,PQ8,,
VPJ41077,VPJ41077,PQ8,,
VPJ41078,VPJ41078,PQ8,,
VPJ41079,VPJ41079,PQ8,,
VPJ41168,VPJ41077+VPJ41078+VPJ41079,PQ8,,
VPJ41080,VPJ41080,PQ8,,
VPJ41081,VPJ41081,PQ8,,
VPJ41082,VPJ41082,PQ8,,
VPJ41169,VPJ41080+VPJ41081+VPJ41082,PQ8,,
VPJ41083,VPJ41083,PQ8,,
VPJ41084,VPJ41084,PQ8,,
VPJ41085,VPJ41085,PQ8,,
VPJ41170,VPJ41083+VPJ41084+VPJ41085,PQ8,,
VPJ41192,VPJ41192,PQ8,,
VPJ41193,VPJ41193,PQ8,,
VPJ41194,VPJ41194,PQ8,,
VPJ41171,VPJ41192+VPJ41193+VPJ41194,PQ8,,
VPJ41172,VPJ41071+VPJ41074+VPJ41077+VPJ41080+VPJ41083+VPJ41192,PQ8,,
VPJ41173,VPJ41072+VPJ41075+VPJ41078+VPJ41081+VPJ41084+VPJ41193,PQ8,,
VPJ41174,VPJ41073+VPJ41076+VPJ41179+VPJ41082+VPJ41085+VPJ41194,PQ8,,
VPJ41177,VPJ41159-VPJ41162,PQ8,,
VPJ41178,VPJ41160-VPJ41163,PQ8,,
VPJ41179,VPJ41151-VPJ41168,PQ8,,
VPJ41180,VPJ41152-VPJ41169,PQ8,,
VPJ41181,VPJ41153-VPJ41170,PQ8,,
VPJ41182,VPJ41179+VPJ41180+VPJ41181,PQ8,,
VPJ41176,VPJ41177+VPJ41178+VPJ41179+VPJ41180+VPJ41181,PQ8,,
VPJ41175,"IF(VPJ41177<0,VPJ41177,0)+IF(VPJ41178<0,VPJ41178,0)+IF(VPJ41179<0,VPJ41179,0)+IF(VPJ41180<0,VPJ41180,0)+IF(VPJ41181<0,VPJ41181,0)",PQ8,,
VPJ41187,"IF(VPJ41177>=0,VPJ41177,0)+IF(VPJ41178>=0,VPJ41178,0)+IF(VPJ41179>=0,VPJ41179,0)+IF(VPJ41180>=0,VPJ41180,0)+IF(VPJ41181>=0,VPJ41181,0)",PQ8,,
YZSI4310,YZSI4310,PQ9,,
VPJ41188,YZSI4310(PQ9)+YZSI4310(PQ10)+YZSI4310(PQ11)+YZSI4310(PQ12),PQ9,,
VPJ41086,VPJ41188,PQ9,,
VTJ41003,"VTJ41003' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ9,,
VTJ41004,"VTJ41004' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ9,,
VTJ41005,"VTJ41005' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ9,,
VTJ41006,"VTJ41006' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))",PQ9,,
VPJ41092,VTJ41003+VTJ41004+VTJ41005+VTJ41006,PQ9,,
VPJ41093,(VPJ41086*VTJ41001)+VPJ41092,PQ9,,
VTJ41002,"VTJ41002' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))*VPJ41093-VTJ41005-VTJ41006/0.65",PQ9,,
VPJ41095,(VPJ41093-VTJ41002)*VTJ41001,PQ9,,
VPJ41096,YZSI4302,PQ9,,
VPJ41097,VPJ41095-VPJ41096,PQ9,,
VPJ41018,VAJ41018,PQ9,,
VPJ22012,YZSPB530+VPJ22010(PQ9)-VPJ22010(PQ8)+VPJ23003(PQ9)-VPJ23003(PQ8)+VPJ23002(PQ9)-VPJ23002(PQ8),PQ9,,
VPJ41189,YZSI3123+ROARW923+VPJ22012,PQ9,,
VPJ41099,VPJ41189*VTJ41010,PQ9,,
VPJ41098,VPJ41099+VPJ41018,PQ9,,
VPJ41102,VPJ41189*VTJ41011,PQ9,,
VPJ41019,VAJ41019,PQ9,,
VPJ41101,VPJ41102+VPJ41019,PQ9,,
VPJ41020,VPJ41020,PQ9,,
VPJ41021,VPJ41021,PQ9,,
VPJ41022,VPJ41022,PQ9,,
VPJ41104,VPJ41020+VPJ41021+VPJ41022,PQ9,,
VPJ41183,VPJ41098+VPJ41101+VPJ41104,PQ9,,
VPJ41023,VAJ41023,PQ9,,
VPJ41106,"IF(VPJ41095<0,-VPJ41095,0)",PQ9,,
VPJ41107,VPJ41106(PQ5),PQ9,,
VPJ41024,VPJ41024,PQ9,,
VPJ41109,"IF(VPJ41106>0 && VPJ41024<0, -VPJ41024, 0)",PQ9,,
VPJ41110,VPJ41023+VPJ41106+VPJ41107+VPJ41024+VPJ41109,PQ9,,
VPJ41025,VAJ41025,PQ9,,
VPJ41111,"IF(VTJ41002 <0,-VTJ41002, 0)",PQ9,,
VPJ41112,VPJ41111(PQ5),PQ9,,
VPJ41026,VPJ41026,PQ9,,
VPJ41113,"IF(VPJ41111>0 && VPJ41026<0, -VPJ41026, 0)",PQ9,,
VPJ41114,VPJ41025+VPJ41111+VPJ41112+VPJ41026+VPJ41113,PQ9,,
VPJ41027,VPJ41027,PQ9,,
VPJ41028,VPJ41028,PQ9,,
VPJ41029,VPJ41029,PQ9,,
VPJ41115,VPJ41027+VPJ41028+VPJ41029,PQ9,,
VPJ41105,VPJ41110+VPJ41114+VPJ41115,PQ9,,
VPJ41030,VAJ41030,PQ9,,
VPJ41031,VPJ41031,PQ9,,
VPJ41117,VPJ41030+VPJ41031,PQ9,,
VPJ41032,VAJ41032,PQ9,,
VPJ41033,VPJ41033,PQ9,,
VPJ41118,VPJ41032+VPJ41033,PQ9,,
VPJ41034,VPJ41034,PQ9,,
VPJ41035,VPJ41035,PQ9,,
VPJ41036,VPJ41036,PQ9,,
VPJ41119,VPJ41034+VPJ41035+VPJ41036,PQ9,,
VPJ41116,VPJ41117+VPJ41118+VPJ41119,PQ9,,
VPJ41037,VAJ41037,PQ9,,
VPJ41038,VPJ41038,PQ9,,
VPJ41121,VPJ41037+VPJ41038,PQ9,,
VPJ41039,VAJ41039,PQ9,,
VPJ41040,VPJ41040,PQ9,,
VPJ41122,VPJ41039+VPJ41040,PQ9,,
VPJ41041,VPJ41041,PQ9,,
VPJ41042,VPJ41042,PQ9,,
VPJ41043,VPJ41043,PQ9,,
VPJ41123,VPJ41041+VPJ41042+VPJ41043,PQ9,,
VPJ41120,VPJ41121+VPJ41122+VPJ41123,PQ9,,
VPJ41125,VPJ41110+VPJ41117+VPJ41121,PQ9,,
VPJ41126,VPJ41114+VPJ41118+VPJ41122,PQ9,,
VPJ41127,VPJ41027+VPJ41034+VPJ41041,PQ9,,
VPJ41128,VPJ41028+VPJ41035+VPJ41042,PQ9,,
VPJ41129,VPJ41029+VPJ41036+VPJ41043,PQ9,,
VPJ41124,VPJ41125+VPJ41126+VPJ41127+VPJ41128+VPJ41129,PQ9,,
VPJ41044,VAJ41044,PQ9,,
VPJ41045,VPJ41045,PQ9,,
VPJ41131,VPJ41044+VPJ41045,PQ9,,
VPJ41046,VAJ41046,PQ9,,
VPJ41047,VPJ41047,PQ9,,
VPJ41132,VPJ41046+VPJ41047,PQ9,,
VPJ41048,VPJ41048,PQ9,,
VPJ41049,VPJ41049,PQ9,,
VPJ41050,VPJ41050,PQ9,,
VPJ41133,VPJ41048+VPJ41049+VPJ41050,PQ9,,
VPJ41130,VPJ41131+VPJ41132+VPJ41133,PQ9,,
VPJ41051,VAJ41051,PQ9,,
VPJ41052,VPJ41052,PQ9,,
VPJ41135,VPJ41051+VPJ41052,PQ9,,
VPJ41053,VAJ41053,PQ9,,
VPJ41054,VPJ41054,PQ9,,
VPJ41136,VPJ41053+VPJ41054,PQ9,,
VPJ41055,VPJ41055,PQ9,,
VPJ41056,VPJ41056,PQ9,,
VPJ41057,VPJ41057,PQ9,,
VPJ41137,VPJ41055+VPJ41056+VPJ41057,PQ9,,
VPJ41134,VPJ41135+VPJ41136+VPJ41137,PQ9,,
VPJ41058,VAJ41058,PQ9,,
VPJ41059,VPJ41059,PQ9,,
VPJ41139,VPJ41058+VPJ41059,PQ9,,
VPJ41060,VAJ41060,PQ9,,
VPJ41061,VPJ41061,PQ9,,
VPJ41140,VPJ41060+VPJ41061,PQ9,,
VPJ41062,VPJ41062,PQ9,,
VPJ41063,VPJ41063,PQ9,,
VPJ41064,VPJ41064,PQ9,,
VPJ41141,VPJ41062+VPJ41063+VPJ41064,PQ9,,
VPJ41138,VPJ41139+VPJ41140+VPJ41141,PQ9,,
VPJ41143,VPJ41131+VPJ41135+VPJ41139,PQ9,,
VPJ41144,VPJ41132+VPJ41136+VPJ41140,PQ9,,
VPJ41145,VPJ41048+VPJ41055+VPJ41062,PQ9,,
VPJ41146,VPJ41049+VPJ41056+VPJ41063,PQ9,,
VPJ41147,VPJ41050+VPJ41057+VPJ41064,PQ9,,
VPJ41142,VPJ41143+VPJ41144+VPJ41145+VPJ41146+VPJ41147,PQ9,,
VPJ41065,VPJ41065,PQ9,,
VPJ41066,VPJ41066,PQ9,,
VPJ41184,VPJ41065+VPJ41066,PQ9,,
VPJ41067,VPJ41067,PQ9,,
VPJ41068,VPJ41068,PQ9,,
VPJ41185,VPJ41067+VPJ41068,PQ9,,
VPJ41069,VPJ41069,PQ9,,
VPJ41070,VPJ41070,PQ9,,
VPJ41186,VPJ41069+VPJ41070,PQ9,,
VPJ73002,VPJ73002,PQ9,,
VPJ73003,VPJ73003,PQ9,,
VPJ73001,VPJ73002+VPJ73003,PQ9,,
VPJ41156,VPJ41065+VPJ41067+VPJ41069+VPJ73002,PQ9,,
VPJ41157,VPJ41066+VPJ41068+VPJ41070+VPJ73003,PQ9,,
VPJ41155,VPJ41156+VPJ41157,PQ9,,
VPJ41149,VPJ41098+VPJ41106+VPJ41107+VPJ41024+VPJ41109-VPJ41125-VPJ41143+VPJ41031+VPJ41038+VPJ41045+VPJ41052+VPJ41059,PQ9,,
VPJ41150,VPJ41101-VPJ41126-VPJ41144+VPJ41111+VPJ41112+VPJ41026+VPJ41113+VPJ41033+VPJ41040+VPJ41047+VPJ41054+VPJ41061,PQ9,,
VPJ41151,VPJ41020+VPJ41127+VPJ41145-(VAJ41127+VAJ41145),PQ9,,
VPJ41152,VPJ41021-VPJ41128-VPJ41146+VPJ41028-VAJ41028+VPJ41035-VAJ41035+VPJ41042-VAJ41042+VPJ41049-VAJ41049+VPJ41056-VAJ41056+VPJ41063-VAJ41063,PQ9,,
VPJ41153,VPJ41022-VPJ41129-VPJ41147+VPJ41029-VAJ41029+VPJ41036-VAJ41036+VPJ41043-VAJ41043+VPJ41050-VAJ41050+VPJ41057-VAJ41057+VPJ41064-VAJ41064,PQ9,,
VPJ41154,VPJ41151+VPJ41152+VPJ41153,PQ9,,
VPJ41148,VPJ41149+VPJ41150+VPJ41151+VPJ41152+VPJ41153,PQ9,,
VPJ41159,VPJ41149-VPJ41156,PQ9,,
VPJ41160,VPJ41150-VPJ41157,PQ9,,
VPJ41161,VPJ41154,PQ9,,
VPJ41158,VPJ41159+VPJ41160+VPJ41161,PQ9,,
VPJ41071,VPJ41071,PQ9,,
VPJ41072,VPJ41072,PQ9,,
VPJ41073,VPJ41073,PQ9,,
