"","Code","Formula","Period","Cvalue"
"1550","VTJ41003","VTJ41003' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))","PQ9",NA
"1551","VTJ41004","VTJ41004' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))","PQ9",NA
"1552","VTJ41005","VTJ41005' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))","PQ9",NA
"1553","VTJ41006","VTJ41006' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))","PQ9",NA
"1554","VPJ41092","VTJ41003+VTJ41004+VTJ41005+VTJ41006","PQ9",NA
"1555","VPJ41093","(VPJ41086*VTJ41001)+VPJ41092","PQ9",NA
"1556","VTJ41002","VTJ41002' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))*VPJ41093-VTJ41005-VTJ41006/0.65","PQ9",NA
"1557","VPJ41095","(VPJ41093-VTJ41002)*VTJ41001","PQ9",NA
"1558","VPJ41096","YZSI4302","PQ9",NA
"1559","VPJ41097","VPJ41095-VPJ41096","PQ9",NA
"1560","VPJ41018","VAJ41018","PQ9",NA
"1561","VPJ22012","YZSPB530+VPJ22010(PQ9)-VPJ22010(PQ8)+VPJ23003(PQ9)-VPJ23003(PQ8)+VPJ23002(PQ9)-VPJ23002(PQ8)","PQ9",NA
"1562","VPJ41189","YZSI3123+ROARW923+VPJ22012","PQ9",NA
"1563","VPJ41099","VPJ41189*VTJ41010","PQ9",NA
"1564","VPJ41098","VPJ41099+VPJ41018","PQ9",NA
"1565","VPJ41102","VPJ41189*VTJ41011","PQ9",NA
"1566","VPJ41019","VAJ41019","PQ9",NA
"1567","VPJ41101","VPJ41102+VPJ41019","PQ9",NA
"1568","VPJ41020","VPJ41020","PQ9",NA
"1569","VPJ41021","VPJ41021","PQ9",NA
"1570","VPJ41022","VPJ41022","PQ9",NA
"1571","VPJ41104","VPJ41020+VPJ41021+VPJ41022","PQ9",NA
"1572","VPJ41183","VPJ41098+VPJ41101+VPJ41104","PQ9",NA
"1573","VPJ41023","VAJ41023","PQ9",NA
"1574","VPJ41106","IF(VPJ41095<0,-VPJ41095,0)","PQ9",NA
"1575","VPJ41107","VPJ41106(PQ5)","PQ9",NA
"1576","VPJ41024","VPJ41024","PQ9",NA
"1577","VPJ41109","IF(VPJ41106>0 && VPJ41024<0, -VPJ41024, 0)","PQ9",NA
"1578","VPJ41110","VPJ41023+VPJ41106+VPJ41107+VPJ41024+VPJ41109","PQ9",NA
"1579","VPJ41025","VAJ41025","PQ9",NA
"1580","VPJ41111","IF(VTJ41002 <0,-VTJ41002, 0)","PQ9",NA
"1581","VPJ41112","VPJ41111(PQ5)","PQ9",NA
"1582","VPJ41026","VPJ41026","PQ9",NA
"1583","VPJ41113","IF(VPJ41111>0 && VPJ41026<0, -VPJ41026, 0)","PQ9",NA
"1584","VPJ41114","VPJ41025+VPJ41111+VPJ41112+VPJ41026+VPJ41113","PQ9",NA
"1585","VPJ41027","VPJ41027","PQ9",NA
"1586","VPJ41028","VPJ41028","PQ9",NA
"1587","VPJ41029","VPJ41029","PQ9",NA
"1588","VPJ41115","VPJ41027+VPJ41028+VPJ41029","PQ9",NA
"1589","VPJ41105","VPJ41110+VPJ41114+VPJ41115","PQ9",NA
"1590","VPJ41030","VAJ41030","PQ9",NA
"1591","VPJ41031","VPJ41031","PQ9",NA
"1592","VPJ41117","VPJ41030+VPJ41031","PQ9",NA
"1593","VPJ41032","VAJ41032","PQ9",NA
"1594","VPJ41033","VPJ41033","PQ9",NA
"1595","VPJ41118","VPJ41032+VPJ41033","PQ9",NA
"1596","VPJ41034","VPJ41034","PQ9",NA
"1597","VPJ41035","VPJ41035","PQ9",NA
"1598","VPJ41036","VPJ41036","PQ9",NA
"1599","VPJ41119","VPJ41034+VPJ41035+VPJ41036","PQ9",NA
"1600","VPJ41116","VPJ41117+VPJ41118+VPJ41119","PQ9",NA
"1601","VPJ41037","VAJ41037","PQ9",NA
"1602","VPJ41038","VPJ41038","PQ9",NA
"1603","VPJ41121","VPJ41037+VPJ41038","PQ9",NA
"1604","VPJ41039","VAJ41039","PQ9",NA
"1605","VPJ41040","VPJ41040","PQ9",NA
"1606","VPJ41122","VPJ41039+VPJ41040","PQ9",NA
"1607","VPJ41041","VPJ41041","PQ9",NA
"1608","VPJ41042","VPJ41042","PQ9",NA
"1609","VPJ41043","VPJ41043","PQ9",NA
"1610","VPJ41123","VPJ41041+VPJ41042+VPJ41043","PQ9",NA
"1611","VPJ41120","VPJ41121+VPJ41122+VPJ41123","PQ9",NA
"1612","VPJ41125","VPJ41110+VPJ41117+VPJ41121","PQ9",NA
"1613","VPJ41126","VPJ41114+VPJ41118+VPJ41122","PQ9",NA
"1614","VPJ41127","VPJ41027+VPJ41034+VPJ41041","PQ9",NA
"1615","VPJ41128","VPJ41028+VPJ41035+VPJ41042","PQ9",NA
"1616","VPJ41129","VPJ41029+VPJ41036+VPJ41043","PQ9",NA
"1617","VPJ41124","VPJ41125+VPJ41126+VPJ41127+VPJ41128+VPJ41129","PQ9",NA
"1618","VPJ41044","VAJ41044","PQ9",NA
"1619","VPJ41045","VPJ41045","PQ9",NA
"1620","VPJ41131","VPJ41044+VPJ41045","PQ9",NA
"1621","VPJ41046","VAJ41046","PQ9",NA
"1622","VPJ41047","VPJ41047","PQ9",NA
"1623","VPJ41132","VPJ41046+VPJ41047","PQ9",NA
"1624","VPJ41048","VPJ41048","PQ9",NA
"1625","VPJ41049","VPJ41049","PQ9",NA
"1626","VPJ41050","VPJ41050","PQ9",NA
"1627","VPJ41133","VPJ41048+VPJ41049+VPJ41050","PQ9",NA
"1628","VPJ41130","VPJ41131+VPJ41132+VPJ41133","PQ9",NA
"1629","VPJ41051","VAJ41051","PQ9",NA
"1630","VPJ41052","VPJ41052","PQ9",NA
"1631","VPJ41135","VPJ41051+VPJ41052","PQ9",NA
"1632","VPJ41053","VAJ41053","PQ9",NA
"1633","VPJ41054","VPJ41054","PQ9",NA
"1634","VPJ41136","VPJ41053+VPJ41054","PQ9",NA
"1635","VPJ41055","VPJ41055","PQ9",NA
"1636","VPJ41056","VPJ41056","PQ9",NA
"1637","VPJ41057","VPJ41057","PQ9",NA
"1638","VPJ41137","VPJ41055+VPJ41056+VPJ41057","PQ9",NA
"1639","VPJ41134","VPJ41135+VPJ41136+VPJ41137","PQ9",NA
"1640","VPJ41058","VAJ41058","PQ9",NA
"1641","VPJ41059","VPJ41059","PQ9",NA
"1642","VPJ41139","VPJ41058+VPJ41059","PQ9",NA
"1643","VPJ41060","VAJ41060","PQ9",NA
"1644","VPJ41061","VPJ41061","PQ9",NA
"1645","VPJ41140","VPJ41060+VPJ41061","PQ9",NA
"1646","VPJ41062","VPJ41062","PQ9",NA
"1647","VPJ41063","VPJ41063","PQ9",NA
"1648","VPJ41064","VPJ41064","PQ9",NA
"1649","VPJ41141","VPJ41062+VPJ41063+VPJ41064","PQ9",NA
"1650","VPJ41138","VPJ41139+VPJ41140+VPJ41141","PQ9",NA
"1651","VPJ41143","VPJ41131+VPJ41135+VPJ41139","PQ9",NA
"1652","VPJ41144","VPJ41132+VPJ41136+VPJ41140","PQ9",NA
"1653","VPJ41145","VPJ41048+VPJ41055+VPJ41062","PQ9",NA
"1654","VPJ41146","VPJ41049+VPJ41056+VPJ41063","PQ9",NA
"1655","VPJ41147","VPJ41050+VPJ41057+VPJ41064","PQ9",NA
"1656","VPJ41142","VPJ41143+VPJ41144+VPJ41145+VPJ41146+VPJ41147","PQ9",NA
"1657","VPJ41065","VPJ41065","PQ9",NA
"1658","VPJ41066","VPJ41066","PQ9",NA
"1659","VPJ41184","VPJ41065+VPJ41066","PQ9",NA
"1660","VPJ41067","VPJ41067","PQ9",NA
"1661","VPJ41068","VPJ41068","PQ9",NA
"1662","VPJ41185","VPJ41067+VPJ41068","PQ9",NA
"1663","VPJ41069","VPJ41069","PQ9",NA
"1664","VPJ41070","VPJ41070","PQ9",NA
"1665","VPJ41186","VPJ41069+VPJ41070","PQ9",NA
"1666","VPJ73002","VPJ73002","PQ9",NA
"1667","VPJ73003","VPJ73003","PQ9",NA
"1668","VPJ73001","VPJ73002+VPJ73003","PQ9",NA
"1669","VPJ41156","VPJ41065+VPJ41067+VPJ41069+VPJ73002","PQ9",NA
"1670","VPJ41157","VPJ41066+VPJ41068+VPJ41070+VPJ73003","PQ9",NA
"1671","VPJ41155","VPJ41156+VPJ41157","PQ9",NA
"1672","VPJ41149","VPJ41098+VPJ41106+VPJ41107+VPJ41024+VPJ41109-VPJ41125-VPJ41143+VPJ41031+VPJ41038+VPJ41045+VPJ41052+VPJ41059","PQ9",NA
"1673","VPJ41150","VPJ41101-VPJ41126-VPJ41144+VPJ41111+VPJ41112+VPJ41026+VPJ41113+VPJ41033+VPJ41040+VPJ41047+VPJ41054+VPJ41061","PQ9",NA
"1674","VPJ41151","VPJ41020+VPJ41127+VPJ41145-(VAJ41127+VAJ41145)","PQ9",NA
"1675","VPJ41152","VPJ41021-VPJ41128-VPJ41146+VPJ41028-VAJ41028+VPJ41035-VAJ41035+VPJ41042-VAJ41042+VPJ41049-VAJ41049+VPJ41056-VAJ41056+VPJ41063-VAJ41063","PQ9",NA
"1676","VPJ41153","VPJ41022-VPJ41129-VPJ41147+VPJ41029-VAJ41029+VPJ41036-VAJ41036+VPJ41043-VAJ41043+VPJ41050-VAJ41050+VPJ41057-VAJ41057+VPJ41064-VAJ41064","PQ9",NA
"1677","VPJ41154","VPJ41151+VPJ41152+VPJ41153","PQ9",NA
"1678","VPJ41148","VPJ41149+VPJ41150+VPJ41151+VPJ41152+VPJ41153","PQ9",NA
"1679","VPJ41159","VPJ41149-VPJ41156","PQ9",NA
"1680","VPJ41160","VPJ41150-VPJ41157","PQ9",NA
"1681","VPJ41161","VPJ41154","PQ9",NA
"1682","VPJ41158","VPJ41159+VPJ41160+VPJ41161","PQ9",NA
"1683","VPJ41071","VPJ41071","PQ9",NA
"1684","VPJ41072","VPJ41072","PQ9",NA
"1685","VPJ41073","VPJ41073","PQ9",NA
"1686","VPJ41162","VPJ41071+VPJ41072+VPJ41073","PQ9",NA
"1687","VPJ41074","VPJ41074","PQ9",NA
"1688","VPJ41075","VPJ41075","PQ9",NA
"1689","VPJ41076","VPJ41076","PQ9",NA
"1690","VPJ41163","VPJ41074+VPJ41075+VPJ41076","PQ9",NA
"1691","VPJ41077","VPJ41077","PQ9",NA
"1692","VPJ41078","VPJ41078","PQ9",NA
"1693","VPJ41079","VPJ41079","PQ9",NA
"1694","VPJ41168","VPJ41077+VPJ41078+VPJ41079","PQ9",NA
"1695","VPJ41080","VPJ41080","PQ9",NA
"1696","VPJ41081","VPJ41081","PQ9",NA
"1697","VPJ41082","VPJ41082","PQ9",NA
"1698","VPJ41169","VPJ41080+VPJ41081+VPJ41082","PQ9",NA
"1699","VPJ41083","VPJ41083","PQ9",NA
"1700","VPJ41084","VPJ41084","PQ9",NA
"1701","VPJ41085","VPJ41085","PQ9",NA
"1702","VPJ41170","VPJ41083+VPJ41084+VPJ41085","PQ9",NA
"1703","VPJ41192","VPJ41192","PQ9",NA
"1704","VPJ41193","VPJ41193","PQ9",NA
"1705","VPJ41194","VPJ41194","PQ9",NA
"1706","VPJ41171","VPJ41192+VPJ41193+VPJ41194","PQ9",NA
"1707","VPJ41172","VPJ41071+VPJ41074+VPJ41077+VPJ41080+VPJ41083+VPJ41192","PQ9",NA
"1708","VPJ41173","VPJ41072+VPJ41075+VPJ41078+VPJ41081+VPJ41084+VPJ41193","PQ9",NA
"1709","VPJ41174","VPJ41073+VPJ41076+VPJ41179+VPJ41082+VPJ41085+VPJ41194","PQ9",NA
"1710","VPJ41177","VPJ41159-VPJ41162","PQ9",NA
"1711","VPJ41178","VPJ41160-VPJ41163","PQ9",NA
"1712","VPJ41179","VPJ41151-VPJ41168","PQ9",NA
"1713","VPJ41180","VPJ41152-VPJ41169","PQ9",NA
"1714","VPJ41181","VPJ41153-VPJ41170","PQ9",NA
"1715","VPJ41182","VPJ41179+VPJ41180+VPJ41181","PQ9",NA
"1716","VPJ41176","VPJ41177+VPJ41178+VPJ41179+VPJ41180+VPJ41181","PQ9",NA
"1717","VPJ41175","IF(VPJ41177<0,VPJ41177,0)+IF(VPJ41178<0,VPJ41178,0)+IF(VPJ41179<0,VPJ41179,0)+IF(VPJ41180<0,VPJ41180,0)+IF(VPJ41181<0,VPJ41181,0)","PQ9",NA
"1718","VPJ41187","IF(VPJ41177>=0,VPJ41177,0)+IF(VPJ41178>=0,VPJ41178,0)+IF(VPJ41179>=0,VPJ41179,0)+IF(VPJ41180>=0,VPJ41180,0)+IF(VPJ41181>=0,VPJ41181,0)","PQ9",NA
"1719","YZSI4310","YZSI4310","PQ10",NA
"1720","VPJ41188","YZSI4310(PQ9)+YZSI4310(PQ10)+YZSI4310(PQ11)+YZSI4310(PQ12)","PQ10",NA
"1721","VPJ41086","VPJ41188","PQ10",NA
"1722","VTJ41003","VTJ41003' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))","PQ10",NA
"1723","VTJ41004","VTJ41004' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))","PQ10",NA
"1724","VTJ41005","VTJ41005' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))","PQ10",NA
"1725","VTJ41006","VTJ41006' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))","PQ10",NA
"1726","VPJ41092","VTJ41003+VTJ41004+VTJ41005+VTJ41006","PQ10",NA
"1727","VPJ41093","(VPJ41086*VTJ41001)+VPJ41092","PQ10",NA
"1728","VTJ41002","VTJ41002' +IF(VPJ41086 <= -5000, 'A' , if(VPJ41086 > -5000 && VPJ41086 <= 0, 'B', if (VPJ41086 > 0 && VPJ41086 <= 5000, 'C', If (VPJ41086 > 5000 && VPJ41086 <= 10000, 'D', if (VPJ41086 > 10000 && VPJ41086 <= 15000, 'E', if(VPJ41086 > 15000 && VPJ41086 <= 20000, 'F', if(VPJ41086 > 20000 && VPJ41086 <= 25000, 'G', if(VPJ41086 > 25000 && VPJ41086 <= 30000, 'H', if(VPJ41086 > 30000 && VPJ41086 <= 35000, 'I', if (VPJ41086 > 35000 && VPJ41086 <= 40000, 'J', if (VPJ41086 > 40000 && VPJ41086 <= 50000, 'K', 'Z')))))))))))*VPJ41093-VTJ41005-VTJ41006/0.65","PQ10",NA
"1729","VPJ41095","(VPJ41093-VTJ41002)*VTJ41001","PQ10",NA
"1730","VPJ41096","YZSI4302","PQ10",NA
"1731","VPJ41097","VPJ41095-VPJ41096","PQ10",NA
"1732","VPJ41018","VAJ41018","PQ10",NA
"1733","VPJ22012","YZSPB530+VPJ22010(PQ10)-VPJ22010(PQ9)+VPJ23003(PQ10)-VPJ23003(PQ9)+VPJ23002(PQ10)-VPJ23002(PQ9)","PQ10",NA
"1734","VPJ41189","YZSI3123+ROARW923+VPJ22012","PQ10",NA
"1735","VPJ41099","VPJ41189*VTJ41010","PQ10",NA
"1736","VPJ41098","VPJ41099+VPJ41018","PQ10",NA
"1737","VPJ41102","VPJ41189*VTJ41011","PQ10",NA
"1738","VPJ41019","VAJ41019","PQ10",NA
"1739","VPJ41101","VPJ41102+VPJ41019","PQ10",NA
"1740","VPJ41020","VPJ41020","PQ10",NA
"1741","VPJ41021","VPJ41021","PQ10",NA
"1742","VPJ41022","VPJ41022","PQ10",NA
"1743","VPJ41104","VPJ41020+VPJ41021+VPJ41022","PQ10",NA
"1744","VPJ41183","VPJ41098+VPJ41101+VPJ41104","PQ10",NA
"1745","VPJ41023","VAJ41023","PQ10",NA
"1746","VPJ41106","IF(VPJ41095<0,-VPJ41095,0)","PQ10",NA
"1747","VPJ41107","VPJ41106(PQ5)","PQ10",NA
"1748","VPJ41024","VPJ41024","PQ10",NA
"1749","VPJ41109","IF(VPJ41106>0 && VPJ41024<0, -VPJ41024, 0)","PQ10",NA
"1750","VPJ41110","VPJ41023+VPJ41106+VPJ41107+VPJ41024+VPJ41109","PQ10",NA
"1751","VPJ41025","VAJ41025","PQ10",NA
"1752","VPJ41111","IF(VTJ41002 <0,-VTJ41002, 0)","PQ10",NA
"1753","VPJ41112","VPJ41111(PQ5)","PQ10",NA
"1754","VPJ41026","VPJ41026","PQ10",NA
"1755","VPJ41113","IF(VPJ41111>0 && VPJ41026<0, -VPJ41026, 0)","PQ10",NA
"1756","VPJ41114","VPJ41025+VPJ41111+VPJ41112+VPJ41026+VPJ41113","PQ10",NA
"1757","VPJ41027","VPJ41027","PQ10",NA
"1758","VPJ41028","VPJ41028","PQ10",NA
"1759","VPJ41029","VPJ41029","PQ10",NA
"1760","VPJ41115","VPJ41027+VPJ41028+VPJ41029","PQ10",NA
"1761","VPJ41105","VPJ41110+VPJ41114+VPJ41115","PQ10",NA
"1762","VPJ41030","VAJ41030","PQ10",NA
"1763","VPJ41031","VPJ41031","PQ10",NA
"1764","VPJ41117","VPJ41030+VPJ41031","PQ10",NA
"1765","VPJ41032","VAJ41032","PQ10",NA
"1766","VPJ41033","VPJ41033","PQ10",NA
"1767","VPJ41118","VPJ41032+VPJ41033","PQ10",NA
"1768","VPJ41034","VPJ41034","PQ10",NA
"1769","VPJ41035","VPJ41035","PQ10",NA
"1770","VPJ41036","VPJ41036","PQ10",NA
"1771","VPJ41119","VPJ41034+VPJ41035+VPJ41036","PQ10",NA
"1772","VPJ41116","VPJ41117+VPJ41118+VPJ41119","PQ10",NA
"1773","VPJ41037","VAJ41037","PQ10",NA
"1774","VPJ41038","VPJ41038","PQ10",NA
"1775","VPJ41121","VPJ41037+VPJ41038","PQ10",NA
"1776","VPJ41039","VAJ41039","PQ10",NA
"1777","VPJ41040","VPJ41040","PQ10",NA
"1778","VPJ41122","VPJ41039+VPJ41040","PQ10",NA
"1779","VPJ41041","VPJ41041","PQ10",NA
"1780","VPJ41042","VPJ41042","PQ10",NA
"1781","VPJ41043","VPJ41043","PQ10",NA
"1782","VPJ41123","VPJ41041+VPJ41042+VPJ41043","PQ10",NA
"1783","VPJ41120","VPJ41121+VPJ41122+VPJ41123","PQ10",NA
"1784","VPJ41125","VPJ41110+VPJ41117+VPJ41121","PQ10",NA
"1785","VPJ41126","VPJ41114+VPJ41118+VPJ41122","PQ10",NA
"1786","VPJ41127","VPJ41027+VPJ41034+VPJ41041","PQ10",NA
"1787","VPJ41128","VPJ41028+VPJ41035+VPJ41042","PQ10",NA
"1788","VPJ41129","VPJ41029+VPJ41036+VPJ41043","PQ10",NA
"1789","VPJ41124","VPJ41125+VPJ41126+VPJ41127+VPJ41128+VPJ41129","PQ10",NA
"1790","VPJ41044","VAJ41044","PQ10",NA
"1791","VPJ41045","VPJ41045","PQ10",NA
"1792","VPJ41131","VPJ41044+VPJ41045","PQ10",NA
"1793","VPJ41046","VAJ41046","PQ10",NA
"1794","VPJ41047","VPJ41047","PQ10",NA
"1795","VPJ41132","VPJ41046+VPJ41047","PQ10",NA
"1796","VPJ41048","VPJ41048","PQ10",NA
"1797","VPJ41049","VPJ41049","PQ10",NA
"1798","VPJ41050","VPJ41050","PQ10",NA
"1799","VPJ41133","VPJ41048+VPJ41049+VPJ41050","PQ10",NA
"1800","VPJ41130","VPJ41131+VPJ41132+VPJ41133","PQ10",NA
"1801","VPJ41051","VAJ41051","PQ10",NA
"1802","VPJ41052","VPJ41052","PQ10",NA
"1803","VPJ41135","VPJ41051+VPJ41052","PQ10",NA
"1804","VPJ41053","VAJ41053","PQ10",NA
"1805","VPJ41054","VPJ41054","PQ10",NA
"1806","VPJ41136","VPJ41053+VPJ41054","PQ10",NA
"1807","VPJ41055","VPJ41055","PQ10",NA
"1808","VPJ41056","VPJ41056","PQ10",NA
"1809","VPJ41057","VPJ41057","PQ10",NA
"1810","VPJ41137","VPJ41055+VPJ41056+VPJ41057","PQ10",NA
"1811","VPJ41134","VPJ41135+VPJ41136+VPJ41137","PQ10",NA
"1812","VPJ41058","VAJ41058","PQ10",NA
"1813","VPJ41059","VPJ41059","PQ10",NA
"1814","VPJ41139","VPJ41058+VPJ41059","PQ10",NA
"1815","VPJ41060","VAJ41060","PQ10",NA
"1816","VPJ41061","VPJ41061","PQ10",NA
"1817","VPJ41140","VPJ41060+VPJ41061","PQ10",NA
"1818","VPJ41062","VPJ41062","PQ10",NA
"1819","VPJ41063","VPJ41063","PQ10",NA
"1820","VPJ41064","VPJ41064","PQ10",NA
"1821","VPJ41141","VPJ41062+VPJ41063+VPJ41064","PQ10",NA
"1822","VPJ41138","VPJ41139+VPJ41140+VPJ41141","PQ10",NA
"1823","VPJ41143","VPJ41131+VPJ41135+VPJ41139","PQ10",NA
"1824","VPJ41144","VPJ41132+VPJ41136+VPJ41140","PQ10",NA
"1825","VPJ41145","VPJ41048+VPJ41055+VPJ41062","PQ10",NA
"1826","VPJ41146","VPJ41049+VPJ41056+VPJ41063","PQ10",NA
"1827","VPJ41147","VPJ41050+VPJ41057+VPJ41064","PQ10",NA
"1828","VPJ41142","VPJ41143+VPJ41144+VPJ41145+VPJ41146+VPJ41147","PQ10",NA
"1829","VPJ41065","VPJ41065","PQ10",NA
"1830","VPJ41066","VPJ41066","PQ10",NA
"1831","VPJ41184","VPJ41065+VPJ41066","PQ10",NA
"1832","VPJ41067","VPJ41067","PQ10",NA
"1833","VPJ41068","VPJ41068","PQ10",NA
"1834","VPJ41185","VPJ41067+VPJ41068","PQ10",NA
"1835","VPJ41069","VPJ41069","PQ10",NA
"1836","VPJ41070","VPJ41070","PQ10",NA
"1837","VPJ41186","VPJ41069+VPJ41070","PQ10",NA
"1838","VPJ73002","VPJ73002","PQ10",NA
"1839","VPJ73003","VPJ73003","PQ10",NA
"1840","VPJ73001","VPJ73002+VPJ73003","PQ10",NA
"1841","VPJ41156","VPJ41065+VPJ41067+VPJ41069+VPJ73002","PQ10",NA
"1842","VPJ41157","VPJ41066+VPJ41068+VPJ41070+VPJ73003","PQ10",NA
"1843","VPJ41155","VPJ41156+VPJ41157","PQ10",NA
